Timestamp,MovingAverage
2023-11-24 13:50:25,19367.933333333334
2023-11-24 13:50:26,19367.983333333334
2023-11-24 13:50:27,19367.316666666666
2023-11-24 13:50:28,19363.1
2023-11-24 13:50:29,19360.666666666664
2023-11-24 13:50:30,19360.05
2023-11-24 13:50:31,19359.6
2023-11-24 13:50:32,19361.1
2023-11-24 13:50:33,19362.466666666667
2023-11-24 13:50:34,19363.716666666667
2023-11-24 13:50:35,19363.4
2023-11-24 13:50:36,19362.883333333335
2023-11-24 13:50:37,19363.75
2023-11-24 13:50:38,19360.983333333334
2023-11-24 13:50:39,19359.466666666667
2023-11-24 13:50:40,19358.1
2023-11-24 13:50:41,19360.983333333334
2023-11-24 13:50:42,19361.55
2023-11-24 13:50:43,19362.45
2023-11-24 13:50:44,19362.100000000002
2023-11-24 13:50:45,19365.100000000002
2023-11-24 13:50:46,19367.483333333334
2023-11-24 13:50:47,19370.616666666665
2023-11-24 13:50:49,19371.6
2023-11-24 13:50:49,19375.916666666664
2023-11-24 13:50:50,19378.75
2023-11-24 13:50:51,19381.88333333333
2023-11-24 13:50:52,19380.7
2023-11-24 13:50:53,19381.766666666666
2023-11-24 13:50:54,19383.933333333334
2023-11-24 13:50:55,19387.45
2023-11-24 13:50:56,19389.566666666666
2023-11-24 13:50:57,19391.183333333334
2023-11-24 13:50:58,19394.483333333334
2023-11-24 13:50:59,19397.016666666666
2023-11-24 13:51:00,19397.633333333335
2023-11-24 13:51:01,19397.95
2023-11-24 13:51:02,19399.383333333335
2023-11-24 13:51:03,19402.633333333335
2023-11-24 13:51:04,19403.15
2023-11-24 13:51:05,19404.2
2023-11-24 13:51:06,19404.066666666666
2023-11-24 13:51:07,19404.783333333333
2023-11-24 13:51:08,19403.116666666665
2023-11-24 13:51:09,19403.45
2023-11-24 13:51:10,19404.3
2023-11-24 13:51:11,19410.65
